"","time","lst","best_bid","best_ask","best_bid_size","best_ask_size","total_bid_depth","total_ask_depth","volume"
"1",2017-11-08 00:49:44,812861,812861,812869,2.946,5.54310084,12869.12766833,10536.1179393,254592.74436753
"2",2017-11-08 00:49:45,813199,812862,813198,0.3,7,12864.41806667,10543.02834019,254597.06236753
"3",2017-11-08 00:49:46,813198,812863,813198,0.28,5.6,12866.99806667,10535.4474392,254599.06236753
"4",2017-11-08 00:49:47,812863,812631,813197,2,1.79000074,12864.67541141,10546.99653994,254602.97329765
"5",2017-11-08 00:49:48,812630,812872,813100,0.26,1,12859.71867019,10560.75034215,254604.56018225
"6",2017-11-08 00:49:52,812873,812873,813000,1.1278,20,12861.26797168,10590.40600066,254611.1480172
"7",2017-11-08 00:49:53,812999,812864,812999,0.28,5,12857.91217168,10585.55640066,254613.1980172
"8",2017-11-08 00:49:54,812999,812749,812999,0.16,5,12855.66527095,10563.85340091,254613.1930172
"9",2017-11-08 00:49:55,812500,812500,812999,1.39130973,4.943,12838.23547242,10562.85440165,254632.32041924
"10",2017-11-08 00:49:56,812500,812631,812850,0.707,0.3,12834.02147092,10556.06140137,254632.1104374
"11",2017-11-08 00:49:57,812500,812500,812999,0.31546994,4.943,12829.24105501,10541.82168243,254634.97520719
"12",2017-11-08 00:49:58,812437,812437,812780,6.53989916,0.1,12833.50286676,10517.01457946,254643.30080719
"13",2017-11-08 00:49:59,812781,812781,812850,11.962,0.01,12869.40043789,10510.58756395,254642.89520672
"14",2017-11-08 00:50:00,812856,812781,812856,11.942,9.20716084,12868.71113765,10553.9985684,254642.69204045
"15",2017-11-08 00:50:03,812782,812781,812840,1.1618,5,12858.12089249,10557.3362441,254637.37546095
"16",2017-11-08 00:50:04,812782,812781,812839,1.1618,7,12859.64146883,10562.35947888,254638.11116625
"17",2017-11-08 00:50:05,812650,812782,812811,0.36,0.016,12843.58533259,10567.84648037,254648.25666625
"18",2017-11-08 00:50:06,812811,812782,812811,0.36,0.01450033,12848.38533283,10568.7728807,254637.37694965
"19",2017-11-08 00:50:09,812651,812651,812730,1.1797,0.03371993,12849.87823283,10549.74767365,254629.29146324
"20",2017-11-08 00:50:10,812840,812650,812840,0.57007635,0.91213126,12838.35823234,10555.12067538,254635.00546324
"21",2017-11-08 00:50:11,812840,812650,812840,0.57007635,0.91213126,12849.35523259,10554.02067538,254633.00546324
"22",2017-11-08 00:50:12,812650,812651,812840,0.4891,0.80213126,12858.35233406,10552.10734011,254633.21441324
"23",2017-11-08 00:50:13,812999,812651,812999,0.4891,13.82786845,12858.95233381,10535.08734011,254650.21441324
"24",2017-11-08 00:50:14,812999,812999,813000,1.03033351,0.001,12867.01356732,10517.67346796,254662.18517973
"25",2017-11-08 00:50:15,812999,812651,812998,0.6,5.96966649,12859.50180967,10526.77113741,254663.16551324
"26",2017-11-08 00:50:18,813050,813001,813050,0.6,0.12,12867.14980748,10522.52487106,254676.73010973
"27",2017-11-08 00:50:19,813421,813005,813421,0.005,3.73052499,12861.61480724,10496.32486736,254681.73010973
"28",2017-11-08 00:50:20,812540,813050,813279,0.2,0.6,12861.15080772,10516.81486786,254689.39110998
"29",2017-11-08 00:50:23,812972,812800,812971,0.02,0.6,12848.82290821,10525.78914287,254694.0808451
"30",2017-11-08 00:50:26,812800,812801,812839,0.085,21.5,12862.44070894,10419.57904237,254692.4718951
"31",2017-11-08 00:50:27,812838,812701,812837,0.02,0.58,12824.32357988,10368.01714237,254694.5268951
"32",2017-11-08 00:50:28,812838,812701,812837,0.02,0.58,12834.52358013,10299.66454237,254694.4338251
"33",2017-11-08 00:50:29,812838,812701,812837,0.02,0.58,12881.24278086,10258.21754509,254691.4338251
"34",2017-11-08 00:50:30,812701,812702,812788,0.081,1,12934.5463799,10237.18864239,254690.43582508
"35",2017-11-08 00:50:31,812836,812700,812836,1.87320002,0.50149977,12943.30318007,10181.83264289,254707.85802508
"36",2017-11-08 00:50:34,812835,812818,812835,1,0.89962792,12922.01525019,9979.99187209,254760.46174776
"37",2017-11-08 00:50:35,813487,812818,813488,1,2.40000099,12931.56675412,9867.4189324,254761.57137568
"38",2017-11-08 00:50:36,813487,812818,813487,1,7.25,12951.60129592,9863.97703289,254762.43757632
"39",2017-11-08 00:50:37,812873,813200,813281,0.01820014,0.1,12901.40049704,9770.56563487,254762.61937618
"40",2017-11-08 00:50:38,813200,813200,813281,0.00720014,0.1,12893.38289875,9582.5148366,254762.33025576
"41",2017-11-08 00:50:40,813281,813281,813600,0.02,0.29982,12890.10325851,9454.7727543,254768.08415576
"42",2017-11-08 00:50:41,813281,813281,813600,0.02,0.29982,12890.10825851,9428.96275529,254768.15215576
