"","time","lst","best_bid","best_ask","best_bid_size","best_ask_size","total_bid_depth","total_ask_depth","volume"
"1",2017-11-08 01:02:04,815000,815001,815248,1.2,8.2826,12795.57197146,10634.08438475,255724.96283925
"2",2017-11-08 01:02:05,815001,815000,815001,0.81768594,0.4100005,12785.10886975,10627.24438525,255726.16526574
"3",2017-11-08 01:02:06,814900,814900,814989,0.03,0.28,12796.30718454,10674.28288628,255716.41695065
"4",2017-11-08 01:02:07,814652,814701,815000,0.9156,1.6409,12797.22278454,10657.68118283,255717.55895065
"5",2017-11-08 01:02:08,814653,814653,814999,4.41762398,0.428,12800.77480852,10697.81118407,255719.13455065
"6",2017-11-08 01:02:09,814222,814222,814746,0.23217473,0.03,12780.55036071,10703.37098506,255743.78965026
"7",2017-11-08 01:02:10,814000,813852,814000,2.37000024,1.98314291,12754.55122206,10705.60762644,255766.14045674
"8",2017-11-08 01:02:11,814318,814161,814226,0.26,0.03,12749.81090271,10704.68088378,255768.20337347
"9",2017-11-08 01:02:13,814883,814520,814883,6.8,0.316,12783.48234831,10703.69578229,255770.33680762
"10",2017-11-08 01:02:14,814520,814520,814883,6.795,0.316,12783.20084831,10704.86338254,255770.39680762
"11",2017-11-08 01:02:15,814521,814521,814850,0.3,0.5,12810.85784757,10705.71428229,255771.05880762
"12",2017-11-08 01:02:16,814849,814540,814849,2,0.583,12831.09784634,10706.06348269,255771.70060761
"13",2017-11-08 01:02:17,814849,814541,814676,1.723,0.01,12838.78784634,10706.0396822,255772.58220761
"14",2017-11-08 01:02:18,815240,814541,814848,1.983,0.26,12853.05084683,10705.30068279,255775.58013761
"15",2017-11-08 01:02:21,814846,814600,814842,2,7,12868.84134732,10742.16861636,255787.90567373
"16",2017-11-08 01:02:22,814845,814600,814845,2,0.19222618,12876.78724659,10732.08390902,255788.53744755
"17",2017-11-08 01:02:27,814541,814520,814541,0.88499975,19.9,12847.55524634,10732.32538384,255796.25487768
"18",2017-11-08 01:02:28,814541,814521,814541,0.19999901,7.9,12851.28624584,10720.47238482,255808.24487768
"19",2017-11-08 01:02:29,814520,814520,814541,0.19009876,7.9,12871.85734584,10705.66328408,255810.05987768
