"","time","lst","best_bid","best_ask","best_bid_size","best_ask_size","total_bid_depth","total_ask_depth","volume"
"1",2017-11-08 01:24:06,809506,809600,809696,0.2,0.01,12978.94670204,9402.3719043,257761.4017916
"2",2017-11-08 01:24:07,809600,809500,809572,0.75,0.01,12976.4112013,9405.53220331,257761.3517916
"3",2017-11-08 01:24:08,809600,809500,809572,0.75,0.01,12977.58120106,9406.82418218,257760.3517916
"4",2017-11-08 01:24:09,809825,809500,809825,0.75,1.3878,12978.18120155,9405.80074696,257764.6517916
"5",2017-11-08 01:24:10,809500,809500,809511,0.74,0.01,12978.43120155,9383.75794497,257764.6517916
"6",2017-11-08 01:24:11,809500,809501,809511,0.6,0.01,12975.4612018,9386.39890604,257764.5707916
"7",2017-11-08 01:24:12,809510,809500,809510,0.53,6.99820014,12978.84330253,9395.8472045,257765.33299146
"8",2017-11-08 01:24:13,809500,809500,809501,0.52,0.3522,12977.91405247,9390.16410313,257766.29299146
"9",2017-11-08 01:24:14,809500,809410,809500,0.05,0.08,12984.70275296,9402.83204206,257766.38199146
"10",2017-11-08 01:24:15,809500,809410,809499,0.05,7,12980.50275247,9434.19204306,257766.38199146
"11",2017-11-08 01:24:16,809511,809572,809602,0.89,0.05,12978.0527537,9427.91904306,257776.42899146
"12",2017-11-08 01:24:17,809573,809044,809182,0.54,1.1302,12978.36789018,9442.27524306,257769.3771918
"13",2017-11-08 01:24:18,809573,809042,809500,1.20000074,2,12977.92699018,9442.75008843,257752.4728918
"14",2017-11-08 01:24:19,809181,809045,809181,7,0.07820034,12985.22789018,9432.95918917,257746.09369146
"15",2017-11-08 01:24:20,809181,809047,809499,0.26,0.6,12978.79789018,9423.75298883,257741.05869146
"16",2017-11-08 01:24:21,809046,809046,809149,0.29,0.17,12979.37789018,9419.14718836,257717.171707
"17",2017-11-08 01:24:22,809046,809046,809149,0.29,0.17,12978.0978897,9418.89928837,257686.961707
"18",2017-11-08 01:24:23,809042,809042,809149,0.40690074,0.07,12965.9507897,9416.28529023,257665.793907
"19",2017-11-08 01:24:24,809042,809042,809148,0.90690074,0.6666,12974.1487897,9417.43278837,257636.74150627
"20",2017-11-08 01:24:25,809148,809048,809144,7,0.005,12989.1237897,9422.2220868,257607.99450602
"21",2017-11-08 01:24:26,809147,809049,809147,0.27,0.93980034,12982.4147897,9429.80778837,257579.89950602
"22",2017-11-08 01:24:27,809043,809043,809146,6.87,0.59820034,12982.0147897,9428.04708807,257571.34550602
"23",2017-11-08 01:24:28,809043,809043,809146,5.875,0.59820034,12982.5022897,9427.41269023,257563.28350602
