"","time","lst","best_bid","best_ask","best_bid_size","best_ask_size","total_bid_depth","total_ask_depth","volume"
"1",2017-11-08 02:07:16,808000,807882,808000,0.01,0.19620044,12655.0486816,9599.00499078,253305.37259617
"2",2017-11-08 02:07:17,807715,807715,807882,0.2941,0.00149897,12652.31425542,9599.88648975,253304.97259617
"3",2017-11-08 02:07:18,807882,807716,807882,0.21442594,0.00049897,12646.64868037,9601.60548975,253294.97359617
"4",2017-11-08 02:07:19,807882,807717,807882,0.3,0.00049897,12659.53758037,9602.0854885,253294.97869331
"5",2017-11-08 02:07:20,807716,807716,808000,0.11442594,0.19569941,12654.65758087,9598.20448924,253295.37289375
"6",2017-11-08 02:07:21,808000,807882,808000,2,0.19469941,12657.69548087,9608.80348999,253295.32389375
"7",2017-11-08 02:07:22,808000,807882,807998,2,0.07,12660.98568136,9615.55949123,253295.27889375
"8",2017-11-08 02:07:26,808000,807883,808000,0.01442594,0.16369941,12635.28798085,9631.40168969,253292.32379375
"9",2017-11-08 02:07:27,808000,807883,808000,0.01442594,0.16369941,12633.60438061,9638.23969044,253290.74519375
"10",2017-11-08 02:07:28,808000,807883,808000,0.01442594,0.16269941,12634.2043816,9646.17169119,253288.71469388
"11",2017-11-08 02:07:29,807883,807883,808000,0.01192594,0.16169941,12635.15508061,9647.21169119,253288.71819388
"12",2017-11-08 02:07:30,807883,807916,808000,0.11192594,0.16169941,12644.20508186,9635.2820887,253287.78829388
"13",2017-11-08 02:07:31,808000,808000,808085,3.45830059,0.05,12700.05338245,9618.59138904,253277.94999329
"14",2017-11-08 02:07:32,808085,808000,808085,3.45830059,0.049,12700.81938245,9619.11239078,253276.15099329
"15",2017-11-08 02:07:33,808085,808000,808085,3.48830059,0.049,12706.46938245,9617.19269078,253275.49542435
"16",2017-11-08 02:07:34,808083,808001,808083,0.6,0.005,12701.55238071,9617.60659078,253275.79642435
"17",2017-11-08 02:07:35,808249,808001,808250,1.80000049,2.674,12701.40248219,9611.73679078,253264.71062435
"18",2017-11-08 02:07:36,808249,808002,808245,0.71192594,0.7483,12692.5664817,9614.26509325,253264.55962435
"19",2017-11-08 02:07:37,808260,808002,808260,1.66452594,23.45078688,12696.9698817,9601.21609449,253266.06362435
"20",2017-11-08 02:07:38,808002,808002,808260,1.89119135,23.45078688,12690.10734492,9601.21609325,253265.94532435
"21",2017-11-08 02:07:39,808260,808020,808260,2.2,18.74978688,12697.02724532,9591.71509399,253270.64632435
"22",2017-11-08 02:07:40,808260,808020,808260,2.2,18.34978688,12702.09344582,9596.71508928,253271.04632435
"23",2017-11-08 02:07:41,808260,808021,808260,0.6,11.34978688,12712.61164705,9582.13829102,253278.04632435
"24",2017-11-08 02:07:42,808260,808021,808260,1.29592594,9.34878688,12705.05454582,9588.68219102,253255.04732435
"25",2017-11-08 02:07:43,808260,808021,808260,1.29592594,4.85468688,12714.65454631,9584.18809102,253256.97692479
"26",2017-11-08 02:07:44,808288,808022,808288,1.20266541,0.06690789,12710.13721073,9567.40031203,253228.6000169
"27",2017-11-08 02:07:45,808396,808288,808396,2.93109211,0.60500099,12714.33030383,9572.03590365,253229.36892479
"28",2017-11-08 02:07:46,808396,808289,808396,0.6,0.10500099,12731.18430629,9566.73590315,253229.88092479
"29",2017-11-08 02:07:47,808289,808289,808397,0.1,3.86747958,12717.98430555,9574.74590564,253223.14034131
"30",2017-11-08 02:07:48,808289,808289,808318,0.1,0.01,12713.08837887,9572.35590514,253223.14034131
"31",2017-11-08 02:07:49,808820,808507,808820,35.39852042,19.82045115,12749.42899692,9536.03817541,253247.77182089
"32",2017-11-08 02:07:50,808819,808507,808819,35.39852042,0.56800075,12744.13466109,9537.94117765,253248.46516227
"33",2017-11-08 02:07:51,808820,808508,808820,0.6941,19.3224519,12748.00206973,9535.11307864,253245.10264575
"34",2017-11-08 02:07:52,808820,808519,808820,0.22,19.3214519,12747.24176899,9528.61107591,253245.10464575
"35",2017-11-08 02:07:53,808820,808520,808820,1.0152,19.31555124,12749.57866973,9538.80517699,253245.17254941
"36",2017-11-08 02:07:54,808820,808521,808630,0.70392594,0.001,12747.97376983,9537.0265096,253245.20421482
"37",2017-11-08 02:07:55,808630,808522,808644,0.9762,0.01,12731.43576909,9538.63551035,253243.68221482
"38",2017-11-08 02:07:56,808820,808526,808820,0.005,16.89388583,12726.56456859,9536.18251035,253245.88221482
"39",2017-11-08 02:07:57,808723,808526,808644,0.005,3.9525,12728.26686859,9547.63611184,253251.63371487
"40",2017-11-08 02:07:58,808644,808526,808644,0.005,3.9465,12728.16387236,9547.72411973,253256.64021492
"41",2017-11-08 02:07:59,808644,808526,808644,0.005,3.9455,12729.35327236,9540.29311898,253256.61121492
"42",2017-11-08 02:08:00,808644,808525,808644,0.0941,3.9445,12729.45734642,9540.29211898,253253.81261492
"43",2017-11-08 02:08:01,808644,808609,808644,0.01,2.9093,12739.04734691,9538.65691823,253249.55281492
"44",2017-11-08 02:08:02,808644,808609,808644,0.01,2.6093,12738.16394691,9537.02151009,253249.55281492
"45",2017-11-08 02:08:03,808644,808609,808644,0.01,2.5952,12737.47404721,9522.00741009,253249.57281492
"46",2017-11-08 02:08:04,808527,808528,808644,0.2494,1.2277,12730.04753827,9518.45890959,253251.01102217
"47",2017-11-08 02:08:05,808820,808651,808850,0.01,0.02,12725.22414527,9510.63732451,253254.96602267
"48",2017-11-08 02:08:06,808761,808651,808761,0.01,2.198,12720.43747195,9520.9950265,253258.16802267
"49",2017-11-08 02:08:07,808761,808651,808761,0.01,2.198,12716.16117195,9523.56392923,253254.16802267
"50",2017-11-08 02:08:08,808761,808651,808761,0.01,1.678,12733.76817244,9521.68422923,253253.17622381
"51",2017-11-08 02:08:09,808761,808651,808761,0.01,1.66100582,12738.03437244,9510.5983343,253253.19321799
"52",2017-11-08 02:08:10,808651,808651,808761,0.00850053,1.65900582,12738.49896498,9512.0263348,253251.77921632
"53",2017-11-08 02:08:11,808761,808878,808980,33.34099418,0.5,12771.97555892,9507.8882265,253247.70732189
"54",2017-11-08 02:08:12,808980,808879,808980,0.10392594,0.499,12759.69716617,9509.45172576,253247.70252337
"55",2017-11-08 02:08:13,808980,808879,808980,0.41801869,0.499,12754.0781599,9525.39032479,253246.50052119
"56",2017-11-08 02:08:14,808980,808879,808929,0.41801869,0.04,12763.83495941,9520.8365228,253246.17822022
"57",2017-11-08 02:08:15,808980,808880,808929,0.2614,0.04,12744.02726519,9441.10652305,253239.34022337
"58",2017-11-08 02:08:16,808880,808929,808980,0.04,0.419,12759.97925867,9516.01182131,253237.10778139
"59",2017-11-08 02:08:17,808880,808954,808980,0.01,0.419,12759.67586592,9530.38382216,253236.77308139
"60",2017-11-08 02:08:18,808980,808979,808980,0.01,0.9588,12728.27925991,9508.84052387,253236.92728139
"61",2017-11-08 02:08:19,808980,808979,808980,0.01,0.8124,12728.26925917,9508.66412387,253234.00038065
"62",2017-11-08 02:08:20,808980,808979,808980,0.01,1.8124,12726.61655917,9518.84542462,253231.60037992
"63",2017-11-08 02:08:21,808980,808979,808980,0.01,1.78990053,12714.22055942,9529.42292614,253230.34567914
"64",2017-11-08 02:08:22,809000,808979,809000,0.01,4.59240078,12713.61155942,9519.65372664,253228.52907791
"65",2017-11-08 02:08:23,809016,809016,809101,0.39459922,0.006,12729.66876589,9515.94732586,253232.29967796
"66",2017-11-08 02:08:24,809101,809017,809101,0.70392594,0.003,12746.88615864,9518.34432636,253224.30767723
"67",2017-11-08 02:08:25,809101,809083,809101,0.01,0.003,12748.96515888,9507.78432486,253221.19496307
"68",2017-11-08 02:08:26,808879,808879,809101,15.90191962,0.003,12722.46763845,9514.03382486,253223.78996234
"69",2017-11-08 02:08:27,809101,809022,809101,0.005,0.002,12731.59513845,9520.78332536,253216.62913158
"70",2017-11-08 02:08:28,809101,809117,809179,0.008,0.6,12734.99813845,9508.14532585,253214.41895558
"71",2017-11-08 02:08:29,809179,809117,809179,0.008,0.595,12712.30313845,9500.96282536,253213.11895558
"72",2017-11-08 02:08:30,809179,809173,809179,0.01,0.565,12706.60121907,9513.91682536,253213.14895558
"73",2017-11-08 02:08:31,809180,809173,809180,0.01,1.6675,12712.62122055,9543.35892365,253216.13516319
"74",2017-11-08 02:08:32,809106,809106,809180,0.003,1.06749926,12702.34322227,9546.04692345,253211.68125444
"75",2017-11-08 02:08:33,809180,809106,809180,0.003,0.97089926,12708.61222326,9548.97032345,253211.71455544
"76",2017-11-08 02:08:34,809221,809180,809221,0.0433,0.02089926,12712.07752326,9564.7643232,253216.71455544
"77",2017-11-08 02:08:35,808981,809168,809221,0.01,0.02089926,12711.21752326,9561.3383227,253216.96525544
"78",2017-11-08 02:08:36,808981,809168,809221,0.01,0.02089926,12711.79122179,9560.36782345,253216.96525544
"79",2017-11-08 02:08:37,808981,809168,809221,0.01,0.02089926,12711.54622129,9541.51632355,253213.55371486
"80",2017-11-08 02:08:38,809390,809168,809386,0.01,0.22,12712.36802085,9522.37282306,253227.89325519
"81",2017-11-08 02:08:39,809390,809221,809389,0.0208,0.22,12702.23481986,9507.19582182,253226.72565446
"82",2017-11-08 02:08:40,809390,809250,809389,2,0.25,12713.32082085,9507.22582182,253223.054953
"83",2017-11-08 02:08:41,809389,809250,809389,2,0.599,12707.78492012,9506.50292529,253225.05095227
"84",2017-11-08 02:08:42,809251,809251,809389,0.71000098,0.598,12710.59602184,9506.50192529,253225.55195227
"85",2017-11-08 02:08:43,809390,809251,809390,0.71000098,1.61189755,12710.2960211,9507.60192529,253227.55195227
"86",2017-11-08 02:08:44,809390,809390,809391,0.43810245,0.2,12704.16512281,9511.20002848,253229.12274982
"87",2017-11-08 02:08:45,809394,809394,809395,1.2,0.2,12709.49132305,9510.40002848,253229.91274982
"88",2017-11-08 02:08:46,809395,809394,809395,1.2,0.159,12707.2532206,9503.766826,253229.00374982
"89",2017-11-08 02:08:47,809398,809398,809450,0.041,0.106,12707.0892209,9505.8878265,253229.26274982
"90",2017-11-08 02:08:48,809450,809254,809450,0.5284,0.105,12697.45661991,9511.07902625,253224.26374982
"91",2017-11-08 02:08:49,809450,809449,809450,0.01,0.098,12696.29061991,9520.2720265,253218.27094982
"92",2017-11-08 02:08:50,809500,809500,809514,9.8811,0.014,12708.93582065,9512.6980265,253223.38984982
"93",2017-11-08 02:08:51,809555,809500,809555,9.8811,0.68869902,12709.82881967,9509.69602601,253222.6107508
"94",2017-11-08 02:08:52,809555,809501,809555,0.139,0.68569902,12711.85082041,9518.7481275,253225.9017508
"95",2017-11-08 02:08:53,809555,809501,809555,0.139,0.68569902,12721.75682041,9513.35062576,253213.79055055
"96",2017-11-08 02:08:54,809555,809501,809555,0.73900049,0.08569878,12727.20032139,9518.45662627,253212.39055079
"97",2017-11-08 02:08:55,809555,809501,809555,3.13900123,0.08569878,12726.23032139,9508.85662429,253210.39055079
