"","time","close","high","low","open","volumefrom","volumeto"
"330",2017-12-25 23:26:00,2011374,2013000,2010000,2010000,87.86369,176771410
"331",2017-12-25 23:27:00,2010000,2013129,2010000,2012796,48.929302,98457320
"332",2017-12-25 23:28:00,2012796,2014990,2012100,2014000,46.40528,93442770
"333",2017-12-25 23:29:00,2014929,2014989,2012800,2013769,58.96538,118733784
"334",2017-12-25 23:30:00,2013530,2015200,2012100,2013999,92.289406,185888400
"335",2017-12-25 23:31:00,2013339,2014505,2008000,2012000,58.31724,117273800
"336",2017-12-25 23:32:00,2014649,2019231,2012000,2018888,83.721214,168873330
"337",2017-12-25 23:33:00,2018989,2018989,2015000,2016962,40.499817,81671150
"338",2017-12-25 23:34:00,2014546,2016961,2011910,2011910,41.000805,82583900
"339",2017-12-25 23:35:00,2014022,2015000,2011055,2012746,56.78243,114291960
"340",2017-12-25 23:36:00,2012800,2015000,2012301,2014977,21.318815,42941996
"341",2017-12-25 23:37:00,2014706,2015252,2013000,2015050,63.59314,128118664
"342",2017-12-25 23:38:00,2015252,2016552,2013421,2015664,23.2678,46900310
"343",2017-12-25 23:39:00,2015514,2017949,2015211,2015211,34.98764,70564810
"344",2017-12-25 23:40:00,2015604,2015898,2012300,2012300,31.085575,62616292
"345",2017-12-25 23:41:00,2012610,2012610,2010011,2010040,61.252846,123167580
"346",2017-12-25 23:42:00,2010009,2010100,2007251,2007251,42.587982,85533870
"347",2017-12-25 23:43:00,2008030,2011556,2007200,2007200,102.639015,206245280
"348",2017-12-25 23:44:00,2010003,2010003,2003650,2003650,102.25322,205153150
"349",2017-12-25 23:45:00,2005500,2008000,2002640,2006400,67.2111,134759200
"350",2017-12-25 23:46:00,2005921,2007000,2001008,2001008,74.77609,149876530
"351",2017-12-25 23:47:00,2001150,2005000,2e+06,2004275,102.27978,204770610
"352",2017-12-25 23:48:00,2004001,2004001,2e+06,2000300,98.527794,197204770
"353",2017-12-25 23:49:00,2000720,2000720,1997390,1998100,118.86132,237587890
"354",2017-12-25 23:50:00,1998640,2000510,1995140,2000200,109.01442,217791070
"355",2017-12-25 23:51:00,2e+06,2007300,1998001,2002875,81.90596,163963520
"356",2017-12-25 23:52:00,2002999,2010000,2002438,2008650,89.38927,179357170
"357",2017-12-25 23:53:00,2007900,2009183,2003200,2004117,58.16803,116781900
"358",2017-12-25 23:54:00,2004841,2008986,2001768,2008986,71.87281,144201860
"359",2017-12-25 23:55:00,2008985,2009387,2004205,2006293,47.57937,95481416
"360",2017-12-25 23:56:00,2005951,2006448,2004000,2004000,25.272491,50674428
"361",2017-12-25 23:57:00,2003002,2004000,1997000,2000501,65.58244,131176800
"362",2017-12-25 23:58:00,2001366,2002999,1998028,2000500,56.747078,113525310
"363",2017-12-25 23:59:00,2000733,2003550,2000002,2001099,56.545513,113164860
"364",2017-12-26 00:00:00,2000998,2001111,1997015,1997015,82.795944,165554080
"365",2017-12-26 00:01:00,1997016,2005580,1996200,2000689,63.46365,126953350
"366",2017-12-26 00:02:00,2000689,2005290,2000175,2003400,50.28883,100700450
"367",2017-12-26 00:03:00,2005290,2005580,2003200,2003370,20.503382,41093104
"368",2017-12-26 00:04:00,2003693,2003693,2000175,2003139,32.615097,65298976
"369",2017-12-26 00:05:00,2002699,2005000,2001900,2005000,56.959995,114148696
"370",2017-12-26 00:06:00,2004470,2005000,2003811,2004700,38.412647,76999704
"371",2017-12-26 00:07:00,2004897,2007000,2004192,2006001,115.8387,232314750
"372",2017-12-26 00:08:00,2006693,2006800,2001333,2002330,54.215572,108691710
"373",2017-12-26 00:09:00,2003500,2004800,2002331,2002685,28.53475,57168690
"374",2017-12-26 00:10:00,2002656,2007500,2002656,2007500,45.572582,91368744
"375",2017-12-26 00:11:00,2006731,2008182,2005120,2007002,79.80312,160171410
"376",2017-12-26 00:12:00,2007002,2008182,2005000,2006000,47.516884,95359560
"377",2017-12-26 00:13:00,2006000,2007299,2004351,2006689,20.956182,42038892
"378",2017-12-26 00:14:00,2006833,2007256,2005002,2005800,24.462107,49070396
"379",2017-12-26 00:15:00,2005003,2006892,2005002,2006376,56.37718,113060260
"380",2017-12-26 00:16:00,2006366,2009760,2005502,2009001,54.52183,109513680
"381",2017-12-26 00:17:00,2009435,2009759,2008480,2008959,37.726906,75806260
"382",2017-12-26 00:18:00,2008959,2013000,2008851,2012078,55.847054,112245416
"383",2017-12-26 00:19:00,2012333,2015000,2012000,2012804,67.004395,134943860
"384",2017-12-26 00:20:00,2012804,2014456,2010001,2013318,34.614174,69673070
"385",2017-12-26 00:21:00,2013319,2015022,2013000,2013228,44.075356,88781304
"386",2017-12-26 00:22:00,2013200,2014435,2010238,2010238,36.159454,72746020
"387",2017-12-26 00:23:00,2010598,2011510,2010001,2011510,45.256462,90985896
"388",2017-12-26 00:24:00,2011527,2014800,2011005,2013332,26.994076,54326780
"389",2017-12-26 00:25:00,2013851,2014123,2011000,2012627,21.75727,43792948
"390",2017-12-26 00:26:00,2013250,2013499,2011000,2011727,17.35238,34916492
"391",2017-12-26 00:27:00,2011000,2012046,2008974,2010000,108.802605,218695680
"392",2017-12-26 00:28:00,2010000,2012000,2009765,2011010,23.191078,46632240
"393",2017-12-26 00:29:00,2011011,2011558,2005620,2006274,35.686455,71631820
"394",2017-12-26 00:30:00,2006237,2007800,2006236,2007131,34.10777,68453430
"395",2017-12-26 00:31:00,2008000,2009007,2006177,2007627,23.221718,46630452
"396",2017-12-26 00:32:00,2007670,2010050,2006514,2009310,28.74659,57755644
"397",2017-12-26 00:33:00,2009310,2010050,2008961,2009386,16.377893,32909496
"398",2017-12-26 00:34:00,2009500,2012331,2008666,2011908,38.307156,77013300
"399",2017-12-26 00:35:00,2011909,2012000,2009901,2011553,23.90154,48071744
"400",2017-12-26 00:36:00,2011553,2012331,2010978,2012228,17.264874,34738470
"401",2017-12-26 00:37:00,2012314,2015890,2011577,2015040,46.757565,94176920
"402",2017-12-26 00:38:00,2015890,2015890,2013002,2013508,23.413708,47167424
"403",2017-12-26 00:39:00,2013558,2016000,2011890,2015342,40.655685,81892230
"404",2017-12-26 00:40:00,2015416,2016000,2013030,2014100,21.914093,44149440
"405",2017-12-26 00:41:00,2014100,2014999,2012300,2014146,20.94493,42173790
"406",2017-12-26 00:42:00,2014680,2016998,2014680,2016800,20.517736,41360210
"407",2017-12-26 00:43:00,2016700,2017260,2016000,2016335,50.74794,102349736
"408",2017-12-26 00:44:00,2016502,2017416,2015000,2016200,39.55342,79737250
"409",2017-12-26 00:45:00,2016527,2018888,2015502,2017200,42.985004,86726024
"410",2017-12-26 00:46:00,2018331,2018331,2015899,2017125,25.181927,50794636
"411",2017-12-26 00:47:00,2017242,2019000,2016514,2018089,31.845518,64248356
"412",2017-12-26 00:48:00,2018300,2018300,2017000,2017568,10.094248,20364232
"413",2017-12-26 00:49:00,2017508,2018500,2015000,2015000,35.13968,70851500
"414",2017-12-26 00:50:00,2015000,2017241,2014002,2015879,46.22718,93164340
"415",2017-12-26 00:51:00,2015934,2016987,2013000,2013440,30.56279,61569252
"416",2017-12-26 00:52:00,2013441,2015393,2011932,2012555,29.72019,59816572
"417",2017-12-26 00:53:00,2012696,2014716,2011951,2014277,24.103365,48525720
"418",2017-12-26 00:54:00,2014200,2014619,2012736,2013488,16.132036,32484640
"419",2017-12-26 00:55:00,2013115,2013540,2009383,2010403,40.130505,80742200
"420",2017-12-26 00:56:00,2011499,2013463,2011299,2012902,16.2661,32737384
"421",2017-12-26 00:57:00,2013352,2013352,2008940,2010135,33.39335,67133540
"422",2017-12-26 00:58:00,2010000,2012800,2010000,2011636,22.973146,46211344
"423",2017-12-26 00:59:00,2011192,2012556,2010000,2011621,17.697458,35601696
"424",2017-12-26 01:00:00,2011000,2011675,2008000,2009098,26.479795,53209244
"425",2017-12-26 01:01:00,2009383,2009937,2007257,2008839,33.974487,68226780
"426",2017-12-26 01:02:00,2009400,2012980,2008789,2011841,64.61348,129985670
"427",2017-12-26 01:03:00,2011907,2015000,2011907,2013998,28.970665,58342990
"428",2017-12-26 01:04:00,2014254,2015000,2014000,2014913,17.157024,34562216
"429",2017-12-26 01:05:00,2014913,2018000,2014795,2017577,29.24366,58963044
"430",2017-12-26 01:06:00,2017680,2018000,2012500,2014502,17.804403,35876628
"431",2017-12-26 01:07:00,2014476,2015178,2012750,2014437,20.800339,41876640
"432",2017-12-26 01:08:00,2014436,2015300,2012500,2013547,23.878328,48091380
"433",2017-12-26 01:09:00,2013790,2014163,2013438,2013922,12.308175,24785808
"434",2017-12-26 01:10:00,2014163,2015699,2013664,2014290,16.17713,32591028
"435",2017-12-26 01:11:00,2014552,2016000,2014552,2015001,10.806579,21781106
"436",2017-12-26 01:12:00,2015798,2017880,2013900,2015165,54.015602,108891610
"437",2017-12-26 01:13:00,2015001,2016000,2013900,2014571,16.650738,33553004
"438",2017-12-26 01:14:00,2014448,2016200,2013100,2014863,27.32618,55035676
"439",2017-12-26 01:15:00,2014895,2015800,2013903,2015601,13.308343,26816122
"440",2017-12-26 01:16:00,2015624,2015827,2014174,2015001,9.3472395,18836114
"441",2017-12-26 01:17:00,2014174,2016000,2014001,2015886,20.355244,41019120
"442",2017-12-26 01:18:00,2015886,2016246,2012660,2013331,40.45703,81512616
"443",2017-12-26 01:19:00,2013300,2015000,2010001,2010001,27.781622,55921560
"444",2017-12-26 01:20:00,2011100,2014450,2010000,2011618,23.257296,46793084
"445",2017-12-26 01:21:00,2011743,2014800,2011589,2011984,14.304653,28804448
"446",2017-12-26 01:22:00,2011662,2012998,2011589,2012008,13.754972,27676416
"447",2017-12-26 01:23:00,2012143,2014150,2012143,2013205,5.5054836,11083521
"448",2017-12-26 01:24:00,2013220,2015000,2013208,2013381,29.023487,58473604
"449",2017-12-26 01:25:00,2014581,2016730,2013209,2015143,22.3809,45096160
"450",2017-12-26 01:26:00,2015785,2016087,2015001,2015731,15.008193,30252578
"451",2017-12-26 01:27:00,2015966,2016000,2012500,2014636,16.04151,32310998
"452",2017-12-26 01:28:00,2013738,2014316,2012990,2013579,20.451443,41179096
"453",2017-12-26 01:29:00,2014148,2015219,2012990,2013389,24.685959,49728988
"454",2017-12-26 01:30:00,2013555,2015110,2012142,2013001,19.872452,40018356
"455",2017-12-26 01:31:00,2013172,2014300,2011756,2012633,14.146757,28480540
"456",2017-12-26 01:32:00,2012644,2012997,2011756,2012141,22.980503,46242812
"457",2017-12-26 01:33:00,2012754,2013990,2011500,2012001,39.14202,78761670
"458",2017-12-26 01:34:00,2012001,2012001,2010666,2010820,22.184093,44618020
"459",2017-12-26 01:35:00,2010794,2014100,2010000,2013414,23.860056,47998172
"460",2017-12-26 01:36:00,2013414,2014350,2011999,2013200,19.218094,38687644
"461",2017-12-26 01:37:00,2013200,2013380,2012000,2012001,7.736689,15572301
"462",2017-12-26 01:38:00,2012001,2013990,2012000,2013943,16.581436,33378682
"463",2017-12-26 01:39:00,2013819,2013989,2011516,2011799,12.141961,24432446
"464",2017-12-26 01:40:00,2011636,2012654,2010000,2010530,11.82314,23783036
"465",2017-12-26 01:41:00,2010050,2010799,2008501,2010250,19.51501,39222204
"466",2017-12-26 01:42:00,2010000,2010250,2008501,2008501,8.227604,16531167
"467",2017-12-26 01:43:00,2008501,2009004,2006170,2008574,34.8234,69916750
"468",2017-12-26 01:44:00,2007989,2010061,2007501,2009900,10.994413,22088450
"469",2017-12-26 01:45:00,2009583,2011420,2008132,2010200,21.07776,42371784
"470",2017-12-26 01:46:00,2010358,2012100,2010202,2011967,15.679415,31539810
"471",2017-12-26 01:47:00,2012100,2013500,2011977,2013096,12.022577,24196372
"472",2017-12-26 01:48:00,2013201,2013500,2012100,2012760,15.104137,30405278
"473",2017-12-26 01:49:00,2013315,2013498,2012101,2012161,8.497296,17101676
"474",2017-12-26 01:50:00,2012487,2014369,2012101,2013478,13.775538,27734244
"475",2017-12-26 01:51:00,2014301,2014567,2012152,2014112,19.179804,38626028
"476",2017-12-26 01:52:00,2013803,2014545,2012752,2013533,15.870735,31958846
"477",2017-12-26 01:53:00,2013500,2014000,2010357,2011000,22.240606,44760810
"478",2017-12-26 01:54:00,2011000,2013490,2011000,2012734,6.0725155,12217637
"479",2017-12-26 01:55:00,2011914,2014181,2011500,2012123,13.929702,28040822
"480",2017-12-26 01:56:00,2012123,2014520,2012123,2013697,21.44014,43172076
"481",2017-12-26 01:57:00,2013621,2013621,2011500,2011780,9.753278,19629064
"482",2017-12-26 01:58:00,2011690,2013800,2010856,2013398,18.691364,37621030
"483",2017-12-26 01:59:00,2012607,2013215,2012000,2012003,8.819694,17749226
"484",2017-12-26 02:00:00,2012558,2014400,2012054,2013373,13.173271,26520354
"485",2017-12-26 02:01:00,2013372,2013895,2012852,2013090,6.9338245,13959762
"486",2017-12-26 02:02:00,2013109,2013500,2012282,2013399,10.952654,22046534
"487",2017-12-26 02:03:00,2013802,2014278,2012500,2014278,15.414388,31038308
"488",2017-12-26 02:04:00,2013971,2014999,2013700,2014439,19.34377,38967360
"489",2017-12-26 02:05:00,2014096,2014450,2012875,2014400,12.433191,25038940
"490",2017-12-26 02:06:00,2014200,2015000,2014200,2015000,20.296722,40893064
"491",2017-12-26 02:07:00,2015000,2016569,2014631,2016550,38.840996,78283470
"492",2017-12-26 02:08:00,2015623,2016000,2014200,2015001,20.662933,41641388
"493",2017-12-26 02:09:00,2015002,2015288,2012875,2014427,10.936441,22030214
"494",2017-12-26 02:10:00,2014752,2014761,2013000,2013643,19.085424,38433530
"495",2017-12-26 02:11:00,2014134,2014135,2012875,2012875,13.712658,27606292
"496",2017-12-26 02:12:00,2012939,2014499,2012875,2013432,17.945312,36134804
"497",2017-12-26 02:13:00,2013381,2014146,2013171,2014000,9.768958,19671884
"498",2017-12-26 02:14:00,2013746,2015300,2013598,2014440,13.452445,27099414
"499",2017-12-26 02:15:00,2014600,2014899,2012900,2013996,15.202756,30614318
"500",2017-12-26 02:16:00,2013709,2014500,2013001,2013374,4.982505,10034686
